ссылка,комнаты,площадь,этаж,цена в месяц,залог,комиссия,ЖКУ и счетчики,адрес,станция метро,шаговая доступность,ссылка на агенство,агенство,количество завершенных сделок ,реквизиты статус
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_32_m_39_et._3978303761,1-к. квартира,32 м²,3/9 эт.,34 000  , 34 000 ,100%,ЖКУ включены без счетчиков,"Шипиловская ул., 10",Орехово,6–10 мин.,https://www.avito.ru/user/68cf76cf7bb147a0c5a7acb46c2c1d50/profile?src=search_seller_info,Квартиры большого города PRO,10,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_1820_et._3776317486,2-к. квартира,40 м²,18/20 эт.,170 000  , 170 000 ,0%,ЖКУ включены без счетчиков,"Большая Филёвская ул., 3к3",Фили,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_710_et._4076451850,1-к. квартира,42 м²,7/10 эт.,30 000  , 30 000 , 50%,ЖКУ включены без счетчиков,"ул. Брусилова, 33к1",р-н Южное Бутово,,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_417_et._4075705572,1-к. квартира,36 м²,4/17 эт.,42 000  , 42 000 , 50%,ЖКУ включены без счетчиков,"ул. Новаторов, 34к4",Новаторская,6–10 мин.,https://www.avito.ru/user/25ec86b8ce9763db238ad099be7fe314/profile?src=search_seller_info,BARSANDKEY,1370,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_511_et._4226448690,2-к. квартира,52 м²,5/11 эт.,99 999  , 99 999 , 50%,ЖКУ включены без счетчиков,"ул. Каретный Ряд, 5/10с2",Маяковская,6–10 мин.,https://www.avito.ru/user/ebaf8788f33b450f902a204d6e6c88de/profile?src=search_seller_info,Парус,6234,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_541_m_1313_et._3833112440,2-к. квартира,"54,1 м²",13/13 эт.,97 000  ,,,,Залог 97 000 ₽ · Без комиссии · ЖКУ 5 000 ₽ + счетчики,"ул. Красных Зорь, 23",11–15 мин.,,5 часов назад,,Онлайн-показ
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_63_m_77_et._4041877075,2-к. квартира,63 м²,7/7 эт.,75 000  , 75 000 ,0%,ЖКУ включены без счетчиков,"Родниковая ул., 5А",Солнцево,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_452_m_45_et._3734874001,2-к. квартира,"45,2 м²",4/5 эт.,55 000  , 55 000 , 50%,ЖКУ 0 ₽ + счетчики,"11-я Парковая ул., 54к3",Щёлковская,6–10 мин.,https://www.avito.ru/user/cf7e9f1422ec03c4a7ef1b9e7cc031b3/profile?src=search_seller_info,Олеся Колодей,50,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_812_et._3924114803,2-к. квартира,53 м²,8/12 эт.,57 000  , 57 000 ,0%,ЖКУ включены без счетчиков,"Филёвский б-р, 8к1",Шелепиха,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_79_et._2711213857,2-к. квартира,52 м²,7/9 эт.,130 000  , 130 000 ,0%,ЖКУ включены без счетчиков,"Смоленская ул., 10",Смоленская,6–10 мин.,https://www.avito.ru/user/72cc987b17ad51f57328d58c6ed3ac46/profile?src=search_seller_info,Недвижимость,74,Документы проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_30_m_3147_et._3840670382,Квартира-студия,30 м²,31/47 эт.,65 000  , 65 000 , 50%,ЖКУ включены без счетчиков,"Новодмитровская ул., 2к6",Дмитровская,11–15 мин.,https://www.avito.ru/user/19cb097676ea24e541a0df86601ce79d/profile?src=search_seller_info,Гульнара,42,Документы проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_60_m_812_et._3886324278,3-к. квартира,60 м²,8/12 эт.,45 000  , 45 000 , 85%,ЖКУ 10 000 ₽ + счетчики,"Алтуфьевское ш., 58А",Бибирево,6–10 мин.,https://www.avito.ru/user/cdc5cd63659a9273b171e7733385976c/profile?src=search_seller_info,Светлана,170,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_46_m_68_et._2427230423,2-к. квартира,46 м²,6/8 эт.,70 000  , 35 000 , 50%,ЖКУ включены без счетчиков,"Люсиновская ул., 36/50",Серпуховская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_70_m_19_et._4177674439,3-к. квартира,70 м²,1/9 эт.,55 000  , 27 500 ,0%,ЖКУ включены без счетчиков,"Юго-Восточный административный округ, район Капотня, 3-й квартал, 19",Алма-Атинская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_419_et._3955560177,2-к. квартира,50 м²,4/19 эт.,70 000  , 70 000 ,0%,ЖКУ 3 500 ₽ + счетчики,"Берёзовая аллея, 19к2",Ботанический сад,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_341_m_420_et._2543184017,1-к. квартира,"34,1 м²",4/20 эт.,37 000  , 37 000 ,0%,ЖКУ включены без счетчиков,"пос. Битца, жилой комплекс Южная Битца, Южный б-р, 4",Улица Старокачаловская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_1012_et._3803729228,2-к. квартира,40 м²,10/12 эт.,38 000  , 19 000 , 80%,ЖКУ включены без счетчиков,"11-я Парковая ул., 48к2",Щёлковская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_30_m_4052_et._3766165201,Квартира-студия,30 м²,40/52 эт.,80 000  , 80 000 , 50%,ЖКУ включены без счетчиков,"Мичуринский пр-т, 56",Раменки,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_512_et._3924162564,2-к. квартира,42 м²,5/12 эт.,42 000  , 42 000 , 50%,ЖКУ включены без счетчиков,"Окская ул., 6к2",Кузьминки,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_46_m_25_et._3974384318,2-к. квартира,46 м²,2/5 эт.,85 000  , 85 000 , 50%,ЖКУ включены без счетчиков,"Астрадамская ул., 7Б",Дмитровская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_49_et._3807901299,2-к. квартира,45 м²,4/9 эт.,45 000  , 45 000 , 50%,ЖКУ включены без счетчиков,"Медынская ул., 2к1",Улица академика Янгеля,от 31 мин.,https://www.avito.ru/user/dd863e3f15d2a3921ee73aa4d603ae2b/profile?src=search_seller_info,ДСК-НЕДВИЖИМОСТЬ,185,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_411_m_1833_et._3833589319,1-к. квартира,"41,1 м²",18/33 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"Сигнальный пр., 16к1",Владыкино,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_46_m_1424_et._4043981856,1-к. квартира,46 м²,14/24 эт.,65 000  ,,,,Залог 65 000 ₽ · Без комиссии · ЖКУ 3 000 ₽ + счетчики,"ул. Герасима Курина, 20",6–10 мин.,https://www.avito.ru/user/d0a14e0c8c3948c609a53da3bc810256/profile?src=search_seller_info,3 часа назад,Премиум Сервис,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_312_et._3930892750,1-к. квартира,35 м²,3/12 эт.,44 000  ,0,0%,ЖКУ включены без счетчиков,"Судостроительная ул., 39",Кленовый бульвар,11–15 мин.,https://www.avito.ru/user/934fb508d6a86abd6f0c88c32027d0b9/profile?src=search_seller_info,Яндекс Аренда,40123,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_916_et._3710867543,2-к. квартира,60 м²,9/16 эт.,33 999  ," 16 999,50 ", 65%,ЖКУ включены без счетчиков,"ул. Академика Миллионщикова, 31к3",Каширская,11–15 мин.,https://www.avito.ru/user/caab905e97f0905b6d8f940d60f0bf36/profile?src=search_seller_info,Intercom- PRO,168,Документы проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_24_m_1730_et._3804351882,Квартира-студия,24 м²,17/30 эт.,55 000  , 55 000 , 30%,ЖКУ включены без счетчиков,"Ореховый б-р, 24к4",Зябликово,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_60_m_15_et._4010519108,3-к. квартира,60 м²,1/5 эт.,60 000  , 60 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"4-я Гражданская ул., 39к2",Бульвар Рокоссовского,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_214_m_1017_et._3877035129,Квартира-студия,"21,4 м²",10/17 эт.,38 000  , 38 000 ,0%,ЖКУ 2 000 ₽ + счетчики,"пр-т Куприна, 18к1",Бунинская аллея,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_385_m_322_et._3876739684,1-к. квартира,"38,5 м²",3/22 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"Родниковая ул., 30к2",Румянцево,21–30 мин.,https://www.avito.ru/user/7364e72f902c4493f3aad02400d61944/profile?src=search_seller_info,DOUBLE&DEAl,42,Реквизиты проверены
https://www.avito.ru/moskva_zelenograd/kvartiry/2-k._kvartira_54_m_312_et._4042361347,2-к. квартира,54 м²,3/12 эт.,43 000  , 43 000 , 80%,ЖКУ включены без счетчиков,,Зеленоград,,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_30_m_11_et._3750127129,1-к. квартира,30 м²,1/1 эт.,33 000  ,0,0%,Все ЖКУ включены,"д. Дудкино, СНТ Круиз, 238",Румянцево,21–30 мин.,https://www.avito.ru/user/be78b7fbfc8bdff2b1924267302e118d/profile?src=search_seller_info,Asya Sladkova,4,Документы проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_76_m_1416_et._3919606040,3-к. квартира,76 м²,14/16 эт.,75 000  , 75 000 ,0%,ЖКУ включены без счетчиков,"ул. Грина, 1к1",Бульвар Дмитрия Донского,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_34_m_816_et._3853664156,1-к. квартира,34 м²,8/16 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Большая Черкизовская ул., 20к5",Преображенская площадь,11–15 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_65_m_1317_et._4042526801,2-к. квартира,65 м²,13/17 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"ул. Авиаконструктора Петлякова, 13к1",Пыхтино,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_75_m_1324_et._4041896108,2-к. квартира,75 м²,13/24 эт.,75 000  , 75 000 , 50%,ЖКУ включены без счетчиков,"ул. Бориса Пастернака, 12",Рассказовка,16–20 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_725_et._1738439914,1-к. квартира,42 м²,7/25 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"Пятницкое ш., 15к1",Волоколамская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_44_m_45_et._4289910928,1-к. квартира,44 м²,4/5 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Ивантеевская ул., 11Б",Бульвар Рокоссовского,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_181_m_1016_et._3837845424,Квартира-студия,"18,1 м²",10/16 эт.,35 000  , 35 000 , 50%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Потаповская Роща, 20к1",Бунинская аллея,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_34_m_115_et._3825071814,1-к. квартира,34 м²,1/15 эт.,61 000  , 61 000 , 50%,ЖКУ включены без счетчиков,"Малая Грузинская ул., 41",Белорусская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_3233_et._4042132194,2-к. квартира,50 м²,32/33 эт.,75 000  ,0, 50%,ЖКУ 5 000 ₽ + счетчики,"Новохохловская ул., 15к3",Новохохловская,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
